Incident_ID,Open_Time,Handle_Time_hrs,CI_Name_enc,CI_Cat_enc,CI_Subcat_enc,Closure_Code_enc,Priority_enc,Impact_enc,Urgency_enc,Resolution_SLA_Breach,Has_KB
IM0027157,2014-10-01 11:12:00,,2720,12,58,4,4,4,4,False,1
IM0027158,2014-10-01 11:24:00,1.1166666666666667,2684,12,45,0,4,4,4,False,1
IM0027159,2014-10-01 11:25:00,,2684,12,45,0,4,4,4,False,1
IM0027160,2014-10-01 11:27:00,,2481,2,45,4,4,4,4,False,1
IM0027161,2014-10-01 11:50:00,2.75,2442,2,45,12,4,4,4,False,1
IM0027162,2014-10-01 12:02:00,,1017,2,10,10,3,3,3,False,1
IM0027163,2014-10-01 12:08:00,,2395,2,45,6,3,3,3,False,1
IM0027164,2014-10-01 12:22:00,4.016666666666667,2466,2,45,10,3,3,3,False,1
IM0027165,2014-10-01 12:29:00,1.8,2834,2,58,6,3,3,3,False,1
IM0027166,2014-10-01 12:44:00,1.15,2442,2,45,12,4,4,4,False,1
IM0027167,2014-10-01 13:34:00,1.4666666666666666,2834,2,58,10,3,3,3,False,1
IM0027168,2014-10-01 13:34:00,0.45,2513,2,45,6,3,3,3,False,1
IM0027169,2014-10-01 13:43:00,1.8333333333333333,991,2,10,6,3,3,3,False,1
IM0027170,2014-10-01 09:31:00,1.1666666666666667,2684,12,45,0,4,4,4,False,1
IM0027171,2014-10-01 09:49:00,,1024,2,10,6,4,4,4,False,1
IM0027172,2014-10-01 09:54:00,,2278,2,45,12,2,2,2,False,1
IM0027173,2014-10-01 10:04:00,-6501.316666666667,2487,2,45,6,4,4,4,False,1
IM0027174,2014-10-01 10:25:00,,2711,12,58,0,3,3,3,False,1
IM0027175,2014-10-01 10:34:00,0.8333333333333334,2454,2,45,10,3,3,3,False,1
IM0027176,2014-10-01 10:36:00,,2834,2,58,4,3,3,3,False,1
IM0027177,2014-10-01 10:53:00,,2820,2,58,10,3,3,3,False,1
IM0027178,2014-10-01 10:56:00,,2820,2,58,10,3,3,3,False,1
IM0027179,2014-10-01 10:56:00,,1050,2,10,4,4,4,4,False,1
IM0027180,2014-10-01 11:05:00,0.43333333333333335,2347,2,45,12,2,2,2,False,1
IM0027181,2014-10-01 11:08:00,1.4,2489,2,45,6,4,4,4,False,1
IM0027182,2014-10-01 11:14:00,,2487,2,45,6,3,3,3,False,1
IM0027183,2014-10-01 11:18:00,0.5,1066,2,14,10,4,4,4,False,1
IM0027184,2014-10-01 11:20:00,0.1,2465,2,45,6,2,2,2,False,1
IM0027185,2014-10-01 11:21:00,,2573,2,45,0,2,2,2,False,1
IM0027186,2014-10-01 11:28:00,,2285,2,45,8,4,4,4,False,1
IM0027187,2014-10-01 11:44:00,4.383333333333334,2285,2,45,6,4,4,4,False,1
IM0027188,2014-10-01 11:52:00,0.6333333333333333,2527,2,45,4,4,4,4,False,1
IM0027189,2014-10-01 12:02:00,3.1166666666666667,2489,2,45,0,4,4,4,False,1
IM0027190,2014-10-01 12:43:00,,996,2,10,1,4,4,4,False,1
IM0027191,2014-10-01 12:45:00,2.1666666666666665,2820,2,58,5,3,3,3,False,1
IM0027192,2014-10-01 12:47:00,,2725,12,58,12,3,3,3,False,1
IM0027193,2014-10-01 12:47:00,3.3,2535,2,45,4,3,4,3,False,1
IM0027194,2014-10-01 12:51:00,0.4666666666666667,2834,2,58,4,3,3,3,False,1
IM0027195,2014-10-01 13:11:00,0.45,2489,2,45,6,4,4,4,False,1
IM0027196,2014-10-01 13:15:00,0.55,1013,2,10,10,2,2,2,False,1
IM0027197,2014-10-01 13:15:00,3.4166666666666665,2709,12,58,6,3,3,3,False,1
IM0027198,2014-10-01 13:35:00,,2714,12,58,6,3,3,3,False,1
IM0027199,2014-10-01 13:37:00,3.2666666666666666,17,2,4,6,3,3,3,False,1
IM0027200,2014-10-01 13:46:00,0.016666666666666666,2573,2,45,1,2,2,2,False,1
IM0027201,2014-10-01 13:48:00,1.45,2454,2,45,4,3,3,3,False,1
IM0027202,2014-10-01 14:11:00,1.7833333333333334,2709,12,58,10,3,3,3,False,1
IM0027203,2014-10-01 14:18:00,0.3,2834,2,58,10,3,3,3,False,1
IM0027204,2014-10-01 10:32:00,4.716666666666667,992,2,10,4,4,4,4,False,1
IM0027205,2014-10-01 10:34:00,,2818,2,58,0,4,4,4,False,1
IM0027206,2014-10-01 10:35:00,3.466666666666667,2451,2,45,10,2,2,2,False,1
IM0027207,2014-10-01 10:39:00,0.6666666666666666,2725,12,58,6,3,3,3,False,1
IM0027208,2014-10-01 10:40:00,2.183333333333333,2816,2,58,10,4,4,4,False,1
IM0027209,2014-10-01 10:53:00,,707,4,9,10,4,4,4,False,1
IM0027210,2014-10-01 10:54:00,,707,4,9,10,4,4,4,False,1
IM0027211,2014-10-01 10:55:00,4.2,2725,12,58,6,3,3,3,False,1
IM0027212,2014-10-01 10:56:00,,2725,12,58,10,3,3,3,False,1
IM0027213,2014-10-01 10:58:00,0.9333333333333333,2387,2,45,13,3,3,3,False,1
IM0027214,2014-10-01 11:02:00,0.5333333333333333,2376,2,45,6,4,4,4,False,1
IM0027215,2014-10-01 11:07:00,1.1666666666666667,2426,2,45,4,2,2,2,False,1
IM0027216,2014-10-01 11:08:00,,783,4,9,1,4,4,4,False,1
IM0027217,2014-10-01 11:08:00,,2725,12,58,10,3,3,3,False,1
IM0027218,2014-10-01 11:14:00,3.283333333333333,2684,12,45,12,4,4,4,False,1
IM0027219,2014-10-01 11:14:00,2.183333333333333,2436,2,45,6,2,2,2,False,1
IM0027220,2014-10-01 11:15:00,1.8666666666666667,12,2,3,10,3,3,3,False,1
IM0027221,2014-10-01 11:18:00,5.666666666666667,1050,2,10,10,4,4,4,False,1
IM0027222,2014-10-01 11:19:00,,2584,2,45,6,3,3,3,False,1
IM0027223,2014-10-01 11:27:00,0.55,2454,2,45,12,3,3,3,False,1
IM0027224,2014-10-01 11:29:00,0.45,2725,12,58,10,3,3,3,False,1
IM0027225,2014-10-01 11:30:00,0.25,2725,12,58,10,3,3,3,False,1
IM0027226,2014-10-01 11:36:00,,2376,2,45,6,4,4,4,False,1
IM0027227,2014-10-01 11:41:00,,2863,2,58,6,3,3,3,False,1
IM0027228,2014-10-01 11:41:00,,2376,2,45,6,4,4,4,False,1
IM0027229,2014-10-01 11:43:00,,1050,2,10,6,3,3,3,False,1
IM0027230,2014-10-01 11:44:00,0.36666666666666664,2454,2,45,6,3,3,3,False,1
IM0027231,2014-10-01 11:52:00,0.5,2376,2,45,6,4,4,4,False,1
IM0027232,2014-10-01 11:55:00,,2818,2,58,10,4,4,4,False,1
IM0027233,2014-10-01 11:59:00,4.166666666666667,2376,2,45,6,4,4,4,False,1
IM0027234,2014-10-01 12:01:00,4.35,2466,2,45,10,3,3,3,False,1
IM0027235,2014-10-01 12:06:00,,2387,2,45,5,3,3,3,False,1
IM0027236,2014-10-01 12:08:00,,100,4,2,11,1,1,1,False,1
IM0027237,2014-10-01 12:11:00,4.183333333333334,2466,2,45,6,3,3,3,False,1
IM0027238,2014-10-01 12:11:00,0.23333333333333334,2874,2,58,6,3,3,3,False,1
IM0027239,2014-10-01 12:14:00,0.13333333333333333,2454,2,45,10,3,3,3,False,1
IM0027240,2014-10-01 12:18:00,3.6333333333333333,2816,2,58,10,4,4,4,False,1
IM0027241,2014-10-01 12:19:00,2.566666666666667,2747,12,58,6,3,3,3,False,1
IM0027242,2014-10-01 12:19:00,0.016666666666666666,2573,2,45,6,2,2,2,False,1
IM0027243,2014-10-01 12:19:00,,2552,2,45,2,4,4,4,False,1
IM0027244,2014-10-01 12:21:00,,2816,2,58,10,4,4,4,False,1
IM0027245,2014-10-01 12:23:00,1.1833333333333333,2324,2,45,12,5,5,2,False,1
IM0027246,2014-10-01 12:23:00,,2552,2,45,6,3,3,3,False,1
IM0027247,2014-10-01 12:29:00,1.6333333333333333,2501,2,45,6,3,3,3,False,1
IM0027248,2014-10-01 12:30:00,1.4833333333333334,2376,2,45,6,4,4,4,False,1
IM0027249,2014-10-01 12:46:00,,1615,4,21,1,4,4,4,False,1
IM0027250,2014-10-01 12:53:00,,2298,2,45,6,4,4,4,False,1
IM0027251,2014-10-01 12:53:00,0.85,2454,2,45,10,3,3,3,False,1
IM0027252,2014-10-01 12:54:00,3.45,2537,2,45,10,2,2,2,False,1
IM0027253,2014-10-01 13:15:00,0.016666666666666666,2573,2,45,6,2,2,2,False,1
IM0027254,2014-10-01 13:16:00,3.9833333333333334,2725,12,58,6,3,3,3,False,1
IM0027255,2014-10-01 13:21:00,1.1833333333333333,2834,2,58,10,3,3,3,False,1
IM0027256,2014-10-01 13:29:00,,2834,2,58,6,3,3,3,False,1
IM0027257,2014-10-01 13:29:00,0.26666666666666666,2834,2,58,10,3,3,3,False,1
IM0027258,2014-10-01 13:34:00,,1432,4,21,1,3,3,3,False,1
IM0027259,2014-10-01 13:52:00,0.7333333333333333,2733,12,58,6,4,4,4,False,1
IM0027260,2014-10-01 13:54:00,1.4166666666666667,2725,12,58,6,3,3,3,False,1
IM0027261,2014-10-01 13:55:00,1.3833333333333333,1014,2,10,0,4,4,4,False,1
IM0027262,2014-10-01 13:58:00,0.9666666666666667,2725,12,58,11,3,3,3,False,1
IM0027263,2014-10-01 14:09:00,,1175,4,21,1,4,4,4,False,1
IM0027264,2014-10-01 14:12:00,,2342,2,45,6,3,3,3,False,1
IM0027265,2014-10-01 14:16:00,,2515,2,45,10,4,4,4,False,1
IM0027266,2014-10-01 14:27:00,,2725,12,58,6,3,3,3,False,1
IM0027267,2014-10-01 14:28:00,,2442,2,45,6,4,4,4,False,1
IM0027268,2014-10-01 14:39:00,0.7,2591,2,45,12,2,2,2,False,1
IM0027269,2014-10-01 14:41:00,,2869,2,58,11,3,3,3,False,1
IM0027270,2014-10-01 14:46:00,,3,5,7,10,3,3,3,False,1
IM0027271,2014-10-01 14:48:00,0.36666666666666664,2725,12,58,6,3,3,3,False,1
IM0027272,2014-10-01 14:53:00,,2513,2,45,10,3,3,3,False,1
IM0027273,2014-10-01 14:55:00,0.7333333333333333,2684,12,45,12,4,4,4,False,1
IM0027274,2014-10-01 15:03:00,,2489,2,45,6,4,4,4,False,1
IM0027275,2014-10-01 15:05:00,,984,2,10,10,3,3,3,False,1
IM0027276,2014-10-01 15:10:00,,2454,2,45,13,4,4,4,False,1
IM0027277,2014-10-01 15:13:00,,2454,2,45,12,3,3,3,False,1
IM0027278,2014-10-01 15:15:00,0.75,984,2,10,10,3,3,3,False,1
IM0027279,2014-10-01 15:21:00,,2584,2,45,0,3,3,3,False,1
IM0027280,2014-10-01 15:22:00,,2725,12,58,4,3,3,3,False,1
IM0027281,2014-10-01 15:24:00,,2549,2,45,4,4,4,4,False,1
IM0027282,2014-10-01 15:26:00,,2489,2,45,6,4,4,4,False,1
IM0027283,2014-10-01 15:47:00,,2487,2,45,6,3,3,3,False,1
IM0027284,2014-10-01 15:53:00,0.8666666666666667,2725,12,58,6,3,3,3,False,1
IM0027285,2014-10-01 15:54:00,0.2,2376,2,45,6,4,4,4,False,1
IM0027286,2014-10-01 15:54:00,,2828,2,58,4,3,3,3,False,1
IM0027287,2014-10-01 15:56:00,,2487,2,45,6,3,3,3,False,1
IM0027288,2014-10-01 15:59:00,,2398,2,45,10,4,4,4,False,1
IM0027289,2014-10-01 15:59:00,,2289,2,45,11,4,4,4,False,1
IM0027290,2014-10-01 16:12:00,,2725,12,58,10,3,3,3,False,1
IM0027291,2014-10-01 13:48:00,0.4,2291,2,45,5,2,2,2,False,1
IM0027292,2014-10-01 13:52:00,,2481,2,45,4,4,4,4,False,1
IM0027293,2014-10-01 13:55:00,0.5833333333333334,2291,2,45,12,2,2,2,False,1
IM0027294,2014-10-01 13:57:00,,2487,2,45,6,4,4,4,False,1
IM0027295,2014-10-01 14:06:00,,2552,2,45,6,3,3,3,False,1
IM0027296,2014-10-01 14:10:00,,2874,2,58,10,4,4,4,False,1
IM0027297,2014-10-01 14:11:00,-1418.0666666666666,2280,2,45,6,3,3,3,False,1
IM0027298,2014-10-01 14:19:00,,2263,11,41,6,3,3,3,False,1
IM0027299,2014-10-01 14:20:00,-5116.283333333334,2863,2,58,6,3,3,3,False,1
IM0027300,2014-10-01 14:53:00,0.6166666666666667,2454,2,45,10,3,3,3,False,1
IM0027301,2014-10-01 14:58:00,0.43333333333333335,2725,12,58,0,3,3,3,False,1
IM0027302,2014-10-01 15:14:00,,1032,2,10,6,4,4,4,False,1
IM0027303,2014-10-01 15:26:00,,2869,2,58,4,3,3,4,False,1
IM0027304,2014-10-01 15:44:00,,2298,2,45,6,4,4,4,False,1
IM0027305,2014-10-01 15:47:00,0.13333333333333333,1090,4,21,10,4,4,4,False,1
IM0027306,2014-10-01 15:50:00,,2525,2,45,6,4,4,4,False,1
IM0027307,2014-10-01 16:05:00,0.4,12,2,3,10,3,3,3,False,1
IM0027308,2014-10-01 16:21:00,0.25,2725,12,58,6,3,3,3,False,1
IM0027309,2014-10-01 16:21:00,,2307,2,45,10,3,3,3,False,1
IM0027310,2014-10-01 16:25:00,,2307,2,45,6,3,3,3,False,1
IM0027311,2014-10-01 16:34:00,0.23333333333333334,2725,12,58,6,3,3,3,False,1
IM0027312,2014-10-01 16:56:00,,2376,2,45,6,4,4,4,False,1
IM0027313,2014-10-01 17:05:00,,2376,2,45,6,4,4,4,False,1
IM0027314,2014-10-01 17:21:00,0.16666666666666666,2684,12,45,0,4,4,4,False,1
IM0027315,2014-10-01 17:50:00,,2278,2,45,12,2,2,2,False,1
IM0027316,2014-11-01 10:04:00,0.18333333333333332,2436,2,45,0,2,2,2,False,1
IM0027317,2014-11-01 14:38:00,,689,7,6,1,2,2,2,False,1
IM0027318,2014-10-01 14:18:00,0.8833333333333333,2709,12,58,10,3,3,3,False,1
IM0027319,2014-10-01 14:37:00,1.4833333333333334,2471,2,45,4,4,4,4,False,1
IM0027320,2014-10-01 14:43:00,1.3166666666666667,2527,2,45,6,4,4,4,False,1
IM0027321,2014-10-01 15:08:00,0.55,2754,12,58,0,3,3,3,False,1
IM0027322,2014-10-01 15:49:00,,2573,2,45,1,5,5,2,False,1
IM0027323,2014-10-01 16:05:00,0.8833333333333333,2591,2,45,12,2,2,2,False,1
IM0027324,2014-10-01 16:12:00,0.8333333333333334,2849,2,58,6,3,3,3,False,1
IM0027325,2014-10-01 19:44:00,,2376,2,45,6,4,4,4,False,1
IM0027326,2014-11-01 12:30:00,,2527,2,45,4,4,4,4,False,1
IM0027327,2014-10-01 14:25:00,-3648.2,17,2,4,6,3,3,3,False,1
IM0027328,2014-10-01 14:34:00,0.05,2834,2,58,10,3,3,3,False,1
IM0027329,2014-10-01 14:40:00,,1014,2,10,0,4,4,4,False,1
IM0027330,2014-10-01 14:44:00,,2310,2,45,4,4,4,4,False,1
IM0027331,2014-10-01 14:44:00,3.45,2864,2,58,4,3,4,3,False,1
IM0027332,2014-10-01 14:47:00,,2487,2,45,6,3,3,3,False,1
IM0027333,2014-10-01 14:54:00,0.5166666666666667,2820,2,58,5,3,3,3,False,1
IM0027334,2014-10-01 14:57:00,0.5166666666666667,2820,2,58,5,3,3,3,False,1
IM0027335,2014-10-01 14:59:00,1.1333333333333333,2869,2,58,6,3,3,3,False,1
IM0027336,2014-10-01 15:05:00,1.5666666666666667,2818,2,58,6,4,4,4,False,1
IM0027337,2014-10-01 15:16:00,0.16666666666666666,2709,12,58,6,3,3,3,False,1
IM0027338,2014-10-01 15:18:00,0.016666666666666666,2573,2,45,1,2,2,2,False,1
IM0027339,2014-10-01 15:25:00,,2874,2,58,6,4,4,4,False,1
IM0027340,2014-10-01 15:30:00,,2741,12,58,6,2,2,2,False,1
IM0027341,2014-10-01 15:32:00,1.0,699,7,6,6,5,5,2,False,1
IM0027342,2014-10-01 15:35:00,0.7333333333333333,2447,2,45,4,3,3,3,False,1
IM0027343,2014-10-01 15:36:00,,2700,12,45,6,4,4,4,False,1
IM0027344,2014-10-01 15:41:00,,2285,2,45,4,4,4,4,False,1
IM0027345,2014-10-01 15:58:00,,2454,2,45,6,3,3,3,False,1
IM0027346,2014-10-01 16:25:00,,2869,2,58,13,3,3,3,False,1
IM0027347,2014-10-01 16:28:00,,2263,11,41,6,3,3,3,False,1
IM0027348,2014-10-01 16:43:00,,2376,2,45,6,4,4,4,False,1
IM0027349,2014-10-01 17:05:00,,2684,12,45,12,4,4,4,False,1
IM0027350,2014-10-01 17:23:00,,2725,12,58,6,3,3,3,False,1
IM0027351,2014-10-01 17:25:00,,2747,12,58,10,3,3,3,False,1
IM0027352,2014-10-01 17:37:00,,2834,2,58,0,3,3,3,False,1
IM0027353,2014-10-01 16:30:00,,2487,2,45,6,3,3,3,False,1
IM0027354,2014-10-01 16:35:00,,2013,4,21,1,3,3,3,False,1
IM0027355,2014-10-01 16:46:00,,2489,2,45,6,4,4,4,False,1
IM0027356,2014-10-01 16:48:00,0.16666666666666666,2725,12,58,6,3,3,3,False,1
IM0027357,2014-10-01 16:52:00,,2834,2,58,13,4,4,4,False,1
IM0027358,2014-10-01 17:24:00,-5095.066666666667,2487,2,45,6,3,3,3,False,1
IM0027359,2014-10-01 17:45:00,,2489,2,45,6,4,4,4,False,1
IM0027360,2014-10-01 23:32:00,,677,7,6,1,4,4,4,False,1
IM0027361,2014-10-01 23:36:00,,678,7,6,1,4,4,4,False,1
IM0027362,2014-10-01 23:40:00,,680,7,6,1,4,4,4,False,1
IM0027363,2014-10-01 23:42:00,,680,7,6,1,4,4,4,False,1
IM0027364,2014-10-01 23:45:00,,680,7,6,1,5,5,2,False,1
IM0027365,2014-10-01 23:47:00,,680,7,6,1,4,4,4,False,1
IM0027366,2014-10-01 23:50:00,,679,7,6,1,4,4,4,False,1
IM0027367,2014-10-01 23:58:00,,679,7,6,1,4,4,4,False,1
IM0027368,2014-11-01 00:00:00,,680,7,6,1,4,4,4,False,1
IM0027369,2014-11-01 00:03:00,,680,7,6,1,4,4,4,False,1
IM0027370,2014-11-01 00:05:00,,680,7,6,1,4,4,4,False,1
IM0027371,2014-11-01 00:07:00,,680,7,6,1,4,4,4,False,1
IM0027372,2014-11-01 00:08:00,,680,7,6,1,4,4,4,False,1
IM0027373,2014-11-01 00:10:00,,680,7,6,1,4,4,4,False,1
IM0027374,2014-11-01 00:12:00,,680,7,6,1,4,4,4,False,1
IM0027375,2014-11-01 00:14:00,-5839.7,679,7,6,1,4,4,4,False,1
IM0027376,2014-11-01 00:16:00,-5091.016666666666,679,7,6,1,4,4,4,False,1
IM0027377,2014-11-01 00:18:00,-4376.816666666667,679,7,6,1,4,4,4,False,1
IM0027378,2014-11-01 00:20:00,,683,7,6,1,4,4,4,False,1
IM0027379,2014-11-01 00:22:00,,683,7,6,1,4,4,4,False,1
IM0027380,2014-11-01 00:24:00,,683,7,6,1,4,4,4,False,1
IM0027381,2014-11-01 00:26:00,,683,7,6,1,4,4,4,False,1
IM0027382,2014-11-01 00:28:00,,682,7,6,1,4,4,4,False,1
IM0027383,2014-11-01 00:30:00,,683,7,6,1,4,4,4,False,1
IM0027384,2014-11-01 00:32:00,,683,7,6,1,4,4,4,False,1
IM0027385,2014-11-01 00:34:00,,683,7,6,1,4,4,4,False,1
IM0027386,2014-11-01 00:42:00,,690,7,6,1,4,4,4,False,1
IM0027387,2014-11-01 00:44:00,,692,7,6,1,4,4,4,False,1
IM0027388,2014-11-01 00:52:00,,692,7,6,1,4,4,4,False,1
IM0027389,2014-11-01 00:54:00,,693,7,6,1,4,4,4,False,1
IM0027390,2014-11-01 00:56:00,,692,7,6,1,4,4,4,False,1
IM0027391,2014-11-01 00:58:00,,697,7,6,1,4,4,4,False,1
IM0027392,2014-11-01 01:00:00,,697,7,6,1,4,4,4,False,1
IM0027393,2014-11-01 01:02:00,,684,7,6,1,4,4,4,False,1
IM0027394,2014-11-01 01:04:00,,685,7,6,1,4,4,4,False,1
IM0027395,2014-11-01 01:06:00,,685,7,6,1,4,4,4,False,1
IM0027396,2014-11-01 01:08:00,,685,7,6,1,4,4,4,False,1
IM0027397,2014-11-01 01:11:00,,684,7,6,1,4,4,4,False,1
IM0027398,2014-11-01 01:13:00,,684,7,6,1,4,4,4,False,1
IM0027399,2014-11-01 01:19:00,,687,7,6,1,4,4,4,False,1
IM0027400,2014-11-01 01:21:00,,687,7,6,1,4,4,4,False,1
IM0027401,2014-11-01 01:23:00,,686,7,6,1,4,4,4,False,1
IM0027402,2014-11-01 01:25:00,,686,7,6,1,4,4,4,False,1
IM0027403,2014-11-01 01:28:00,,686,7,6,1,4,4,4,False,1
IM0027404,2014-11-01 01:37:00,,686,7,6,1,4,4,4,False,1
IM0027405,2014-11-01 01:40:00,,686,7,6,1,4,4,4,False,1
IM0027406,2014-11-01 01:42:00,,686,7,6,1,4,4,4,False,1
IM0027407,2014-11-01 01:44:00,,687,7,6,1,4,4,4,False,1
IM0027408,2014-11-01 01:46:00,,686,7,6,1,4,4,4,False,1
IM0027409,2014-11-01 01:48:00,,687,7,6,1,4,4,4,False,1
IM0027410,2014-11-01 01:50:00,,688,7,6,1,4,4,4,False,1
IM0027411,2014-11-01 01:52:00,,694,7,6,1,4,4,4,False,1
IM0027412,2014-11-01 01:54:00,,694,7,6,1,4,4,4,False,1
IM0027413,2014-11-01 01:56:00,,695,7,6,1,4,4,4,False,1
IM0027414,2014-11-01 01:59:00,,694,7,6,1,4,4,4,False,1
IM0027415,2014-11-01 02:02:00,,696,7,6,1,4,4,4,False,1
IM0027416,2014-11-01 02:04:00,,696,7,6,1,4,4,4,False,1
IM0027417,2014-11-01 10:03:00,,1050,2,10,10,2,2,2,False,1
IM0027418,2014-11-01 10:25:00,,2747,12,58,4,3,3,3,False,1
IM0027419,2014-12-01 08:26:00,3.6333333333333333,2436,2,45,6,5,5,2,False,1
IM0027420,,,2376,2,45,6,4,4,4,False,1
IM0027421,,,998,2,10,10,3,4,3,False,1
IM0027422,,,2749,12,58,10,3,3,3,False,1
IM0027423,,,2749,12,58,10,3,3,3,False,1
IM0027424,,,2749,12,58,10,3,3,3,False,1
IM0027425,,,2007,4,21,1,4,4,4,False,1
IM0027426,,,2289,2,45,10,2,2,2,False,1
IM0027427,,,271,4,2,6,3,3,4,False,1
IM0027428,,,1832,4,21,10,4,4,4,False,1
IM0027429,,,2664,12,45,6,3,4,3,False,1
IM0027430,,,2725,12,58,5,3,3,3,False,1
IM0027431,,,2436,2,45,12,3,3,3,False,1
IM0027432,,,2324,2,45,12,2,2,2,False,1
IM0027433,,,17,2,4,11,3,3,3,False,1
IM0027434,,,1026,2,10,10,2,2,2,False,1
IM0027435,,,2419,2,45,6,4,4,4,False,1
IM0027436,,,2879,2,58,6,3,3,3,False,1
IM0027437,,,2398,2,45,6,4,4,4,False,1
IM0027438,,,2454,2,45,0,4,4,4,False,1
IM0027439,,,482,4,2,11,1,1,1,False,1
IM0027440,,,991,2,10,5,2,2,2,False,1
IM0027441,,,2376,2,45,6,4,4,4,False,1
IM0027442,,,2489,2,45,12,4,4,4,False,1
IM0027443,,,1026,2,10,11,2,2,2,False,1
IM0027444,,,2278,2,45,12,2,2,2,False,1
IM0027445,,,2527,2,45,4,4,4,4,False,1
IM0027446,,,998,2,10,10,3,4,3,False,1
IM0027447,,,2749,12,58,10,2,2,2,False,1
IM0027448,,,2749,12,58,10,5,5,2,False,1
IM0027449,,,2749,12,58,10,3,3,3,False,1
IM0027450,,,2749,12,58,10,3,3,3,False,1
IM0027451,,,2376,2,45,6,4,4,4,False,1
IM0027452,,,998,2,10,10,3,4,3,False,1
IM0027453,,,2749,12,58,10,2,2,2,False,1
IM0027454,,,2749,12,58,10,2,2,2,False,1
IM0027455,,,2451,2,45,4,3,3,3,False,1
IM0027456,,,2398,2,45,5,3,3,3,False,1
IM0027457,,,2289,2,45,10,2,2,2,False,1
IM0027458,,,2376,2,45,6,4,4,4,False,1
IM0027459,,,2376,2,45,6,4,4,4,False,1
IM0027460,,,1050,2,10,10,4,4,4,False,1
IM0027461,,,2289,2,45,10,2,2,2,False,1
IM0027462,,,2376,2,45,6,4,4,4,False,1
IM0027463,,,1788,4,21,1,4,4,4,False,1
IM0027464,,,2464,2,45,10,4,4,4,False,1
IM0027465,,,2684,12,45,0,3,3,3,False,1
IM0027466,,,2336,2,45,10,5,5,2,False,1
IM0027467,,,2336,2,45,6,5,5,2,False,1
IM0027468,,,804,4,9,1,4,4,4,False,1
IM0027469,,,2725,12,58,10,3,3,3,False,1
IM0027470,,,1827,4,21,1,3,3,3,False,1
IM0027471,,,2376,2,45,6,4,4,4,False,1
IM0027472,,,1064,2,14,4,3,3,3,False,1
IM0027473,,,2552,2,45,4,5,5,2,False,1
IM0027474,,,2552,2,45,4,4,4,4,False,1
IM0027475,,,2373,2,45,0,4,4,4,False,1
IM0027476,,,2834,2,58,10,3,3,3,False,1
IM0027477,,,1040,2,10,10,3,3,3,False,1
IM0027478,,,2358,2,45,10,4,4,4,False,1
IM0027479,,,2725,12,58,10,3,3,3,False,1
IM0027480,,,2725,12,58,10,3,3,3,False,1
IM0027481,,,1777,4,21,1,4,4,4,False,1
IM0027483,,,2725,12,58,10,3,3,3,False,1
IM0027484,,,2527,2,45,5,4,4,4,False,1
IM0027485,,,2684,12,45,0,4,4,4,False,1
IM0027486,,,2684,12,45,0,4,4,4,False,1
IM0027487,,,2513,2,45,10,3,3,3,False,1
IM0027488,,,2376,2,45,6,4,4,4,False,1
IM0027489,,,1086,4,21,10,4,4,4,False,1
IM0027490,,,998,2,10,10,3,4,3,False,1
IM0027491,,,12,2,3,10,5,5,2,False,1
IM0027492,,,2749,12,58,10,2,2,2,False,1
IM0027493,,,2749,12,58,10,2,2,2,False,1
IM0027494,,,2749,12,58,10,2,2,2,False,1
IM0027495,,,2749,12,58,10,3,3,3,False,1
IM0027496,,,2749,12,58,10,2,2,2,False,1
IM0027497,,,2561,2,45,4,2,2,2,False,1
IM0027498,,,2263,11,41,12,3,3,3,False,1
IM0027499,,,2749,12,58,0,3,3,3,False,1
IM0027500,,,1085,4,21,10,4,4,4,False,1
IM0027501,,,2528,2,45,6,2,2,2,False,1
IM0027502,,,2487,2,45,6,3,3,3,False,1
IM0027503,,,1011,2,10,12,4,4,4,False,1
IM0027504,,,2289,2,45,10,2,2,2,False,1
IM0027505,,,2513,2,45,10,3,3,3,False,1
IM0027506,,,2487,2,45,6,3,3,3,False,1
IM0027507,,,2684,12,45,0,4,4,4,False,1
IM0027508,,,2278,2,45,12,3,3,3,False,1
IM0027509,,,2278,2,45,12,2,2,2,False,1
IM0027510,,,2864,2,58,0,3,3,3,False,1
IM0027511,,,2387,2,45,10,2,2,2,False,1
IM0027512,,,2324,2,45,12,2,2,3,False,1
IM0027513,,,991,2,10,6,3,3,3,False,1
IM0027514,,,2849,2,58,10,3,3,3,False,1
IM0027515,,,2817,2,58,10,4,4,4,False,1
IM0027516,,,1014,2,10,11,4,4,4,False,1
IM0027517,,,2725,12,58,0,3,3,3,False,1
IM0027518,,,2436,2,45,6,2,2,2,False,1
IM0027519,,,2489,2,45,6,4,4,4,False,1
IM0027520,,,2711,12,58,10,3,3,3,False,1
IM0027521,,,2278,2,45,12,5,5,2,False,1
IM0027522,,,2725,12,58,6,3,3,3,False,1
IM0027523,,,1554,4,21,1,4,4,4,False,1
IM0027524,,,991,2,10,12,3,3,3,False,1
IM0027525,,,2324,2,45,12,5,5,2,False,1
IM0027526,,,2513,2,45,10,5,5,2,False,1
IM0027527,,,2725,12,58,10,3,3,3,False,1
IM0027528,,,2849,2,58,10,3,3,3,False,1
IM0027529,,,1096,4,21,6,5,5,2,False,1
IM0027530,,,998,2,10,10,1,1,1,False,1
IM0027531,,,2749,12,58,0,2,2,2,False,1
IM0027532,,,2749,12,58,0,2,2,2,False,1
